Account UUID,Billing Account Name,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
28b84e41-166a-4aa2-bef3-03e140b6df06,Branch international financial services sa de cv,0.0,2.0,-2.0,2.0
1407a600-fb77-0134-b114-0242ac110907,Market Beyond,0.0,3.0,-3.0,3.0
870d636f-21d9-4014-9e1f-cf3a3a063e55,Check,0.0,1.0,-1.0,1.0
8a0e84fb-647e-4b9a-9820-78d64f4fe128,"Wharton Property Advisors, Inc.",0.0,2.0,-2.0,2.0
398d3700-6b66-0136-76a7-0242ac11210d,Life Science Innovations,0.0,1.0,-1.0,1.0
b3331641-e52f-4514-a537-d313c30ef8f7,成都麦克斯林房地产经纪有限公司,0.0,11.0,-11.0,11.0
72b3058b-2ef7-4b9e-a4ef-ce91d4a84b65,Partisan Pictures,0.0,2.0,-2.0,2.0
bb5cd110-2795-4ef7-8614-970f9927b828,Being,0.0,4.0,-4.0,4.0
d243e720-c7c4-46f7-8dbe-ddcd7a8fe474,Liquidity Book,0.0,1.0,-1.0,1.0
6d174341-3671-4c1f-8a07-13dd6bd20cb6,Resonance,0.0,14.0,-14.0,14.0
0af138a0-5c3d-0135-baa8-0242ac111311,ActionStep,0.0,1.0,-1.0,1.0
60a266c0-45b9-4d63-8703-74b8dc23ed48,Alstra Technologies,0.0,3.0,-3.0,3.0
a4252b11-fe86-44bf-a6dc-ef6541f669ad,-,0.0,1.0,-1.0,1.0
0a21e540-6331-0134-0584-2209c4d2a889,Alfa Financial Software Inc,0.0,9.0,-9.0,9.0
d3dcee6c-20a7-4b58-bd9b-46d426ebb43d,FR Arquitectura,0.0,1.0,-1.0,1.0
3f67c000-8251-0130-f786-123138068411,WeWork Management,0.0,1311.0,-1311.0,1311.0
f4421890-2f88-0136-8f92-0242ac114a08,Down at the Social,0.0,2.0,-2.0,2.0
1a4036db-772d-45b3-b4cd-2a3587af34b2,Bradesco,0.0,4.0,-4.0,4.0
e15c6790-8908-0136-1e4d-0242ac114a0f,广州云湾信息技术有限公司,0.0,4.0,-4.0,4.0
55eeacc0-7e88-0136-aa24-0242ac11720f,昊盈信息技术（成都）有限公司,0.0,72.0,-72.0,72.0
02b20aa1-6b3e-4287-b5e4-51d4df266de8,Agility PR Solutions,0.0,3.0,-3.0,3.0
35538f96-6ddc-4774-9229-eee556c1e915,One Big Switch,0.0,3.0,-3.0,3.0
23cfd896-76f0-4b16-9c5b-20c3efdff685,VouDou Group LLC,0.0,1.0,-1.0,1.0
4b04c790-6369-0135-f342-0242ac116708,데이터얼라이언스(주),0.0,7.0,-7.0,7.0
884bfebc-8677-4ef3-896e-f738676bdced,Anthony Hemingway,0.0,9.0,-9.0,9.0
46beea34-080e-477f-b1bd-68e14be01bc0,rewardStyle,0.0,7.0,-7.0,7.0
ce973104-da8c-4fbd-a097-23134b051cc3,Wise and Grow,0.0,1.0,-1.0,1.0
ab3bfbb0-4280-0136-8b3b-0242ac116709,Barros de Arruda Advogados,0.0,2.0,-2.0,2.0
9625bbd5-7415-47c6-8502-e569962a2456,Wave Wireless,0.0,4.0,-4.0,4.0
ce698753-e726-4bab-b604-341c37110023,Infinite Holdings Ltd,0.0,8.0,-8.0,8.0
00b46fd0-4a44-40c1-b463-0f6bfffc0725,Noyola Piccini Group,0.0,1.0,-1.0,1.0
49b434d0-c540-0133-4ff2-1634fbd10c55,Elements.cloud,0.0,4.0,-4.0,4.0
55b6af00-7472-0136-b8ee-0242ac111512,刘翔,0.0,1.0,-1.0,1.0
223617b0-73c1-0135-fcc7-0242ac11560f,Studio Koto,0.0,2.0,-2.0,2.0
de664d78-4ab4-480e-8cfd-cefeeeda6cf5,Praxonomy Limited,0.0,2.0,-2.0,2.0
2dbf7683-f180-4cf8-bb88-943740da514b,Location World,0.0,1.0,-1.0,1.0
7b6024f0-4774-0136-cbdb-0242ac111c08,WDHB,0.0,5.0,-5.0,5.0
e6e64df4-55cc-47d3-94fb-86d30201ad7e,Lopesan Hotel Group,0.0,1.0,-1.0,1.0
69328d00-e0a0-0134-071d-0242ac11350c,MadlinHanna Consulting,0.0,2.0,-2.0,2.0
f17d7b78-04a7-4bce-9287-5104c724bd13,Canary,0.0,6.0,-6.0,6.0
a8d886c2-ecc8-40b2-a59b-517e2ab62185,三菱地所株式会社,0.0,1.0,-1.0,1.0
75312190-1b3f-0135-4f4b-0242ac11350a,XC5 Limited,0.0,1.0,-1.0,1.0
7e24880b-3d0c-43c6-8cf3-2361ac646f46,WeGift,0.0,3.0,-3.0,3.0
9ab7d8fa-0a0e-4578-8b41-03ed41c62cd3,Mortgage Assets Management LLC,0.0,2.0,-2.0,2.0
13bd09ae-81c1-4cdc-80b1-6b2931ae7d4d,Self,0.0,1.0,-1.0,1.0
e0176837-c5ee-4e22-a00e-50a28deeb868,The Consultancy Group,0.0,15.0,-15.0,15.0
46449003-6581-4c87-bff3-40a7abd0e3ef,grupo arquitectonico,0.0,1.0,-1.0,1.0
80693431-b3fc-4fcf-8db8-1a3410ea1faf,High Level Sp z o.o.,0.0,1.0,-1.0,1.0
f8086380-5eb0-0135-8c68-0242ac115b0a,Federacion Mexicana de Basquetbol,0.0,1.0,-1.0,1.0
07855a90-f7d9-0134-5e92-0242ac112c06,Groove Labs,0.0,2.0,-2.0,2.0
4a8c7781-81ad-4814-a04c-e6662d7cd47d,Celonis,0.0,5.0,-5.0,5.0
beef71f5-8660-4d54-b131-d749fcfce0c1,YouGov America Inc.,0.0,4.0,-4.0,4.0
48d23730-c606-0134-5ea3-0242ac112c09,Bolt PR,0.0,6.0,-6.0,6.0
704ac328-c2ff-4f80-9362-86c5b3c8e802,Takanaka Corporation,0.0,1.0,-1.0,1.0
7e1b1b4d-42dd-4490-bcf4-a1511953511a,Raz Levi,0.0,1.0,-1.0,1.0
72132f07-0720-4d95-bde8-f1196e550667,Visual Amplifiers,0.0,11.0,-11.0,11.0
6cf8aa20-7e9c-0136-aa3d-0242ac11720f,上海尊一体育用品有限公司,0.0,5.0,-5.0,5.0
beed6a80-4b8d-0134-7b4e-12d18d8497fb,Francesca Muccio,0.0,2.0,-2.0,2.0
e33271e3-b3d6-451f-91b1-47ccc8f74402,Refersion,0.0,9.0,-9.0,9.0
afddabef-05c5-4096-870c-fb9d0e612e7e,AppLift,0.0,2.0,-2.0,2.0
aa2fd007-6402-481e-a2b6-981e4727f5cf,Anchanto,0.0,3.0,-3.0,3.0
337c4e0c-da50-4e7e-b6c6-5300ba0f6eb1,Signal fx,0.0,2.0,-2.0,2.0
e7bf0680-13f0-0135-2d11-0242ac112c0d,Loft9,0.0,1.0,-1.0,1.0
518c8b85-e324-4d11-bd02-0cd07e423c3e,Liftoff,0.0,8.0,-8.0,8.0
06525f80-cbf3-0134-c149-0242ac11350d,Theory Of Mind,0.0,4.0,-4.0,4.0
177e9fc9-8e1b-4665-b8d4-e50dddf97ac3,Clarasys,0.0,6.0,-6.0,6.0
14fc4b70-e370-0135-4545-0242ac114a09,IHT coin,0.0,1.0,-1.0,1.0
11fe4060-3a3f-0136-79ff-0242ac116709,(주)트러스트어스,0.0,8.0,-8.0,8.0
c2485d00-78dd-0135-1f15-0242ac116707,"Zenergy Brands, Inc.",0.0,4.0,-4.0,4.0
38c5445b-23cd-4b7a-8373-789285d533d7,CLF,0.0,9.0,-9.0,9.0
3bb677a0-a855-0135-1b9a-0242ac11150d,Investigo,0.0,6.0,-6.0,6.0
7bc35150-9b24-0130-f808-123138068411,Voxbone US LLC,0.0,3.0,-3.0,3.0
534da554-5ecd-4953-861a-6db8eba650bc,Poder.io,0.0,1.0,-1.0,1.0
f3d397b0-515b-0134-ce1f-1e53b8ef6c37,Carve and Stitch Pty Ltd,0.0,7.0,-7.0,7.0
7cad1640-dda3-0135-23bc-0242ac11210d,Sofala Partners,0.0,2.0,-2.0,2.0
0d34a930-6819-0136-f512-0242ac11150d,FAT Facades,0.0,1.0,-1.0,1.0
48883ac0-98df-481f-b7a1-a7753ce11884,Aigent BV,0.0,8.0,-8.0,8.0
be2609be-4143-4eb7-bd2b-1e06da84fe43,Nexmo Pte Ltd,0.0,15.0,-15.0,15.0
ebbdee0e-6a76-4640-90c5-c31bf1fe79fb,Proven Recruiting,0.0,5.0,-5.0,5.0
c2c47476-5978-41e3-87d0-1e7234a5798a,C&B accountants,0.0,1.0,-1.0,1.0
30214e80-5dbd-0135-bdc5-0242ac111311,Accountants on Air,0.0,5.0,-5.0,5.0
f766f249-7c41-42e5-b284-0656830c6539,Hype Asia,0.0,3.0,-3.0,3.0
8713a7e6-5614-4dbf-b437-ebe2a081e679,Hoffman Agency Europe,0.0,2.0,-2.0,2.0
6f730ea0-89a9-0136-7874-0242ac11670d,成都三朝娱乐有限公司,0.0,2.0,-2.0,2.0
d90a69f0-5e9d-0135-8502-0242ac112610,"Intermix Software, Inc.",0.0,1.0,-1.0,1.0
e904d960-a114-0135-368e-0242ac115613,Cybernetic Search Inc.,0.0,4.0,-4.0,4.0
7a887030-86ba-0135-7c19-0242ac116713,Dappcentral Inc.,0.0,6.0,-6.0,6.0
9e128000-5967-0133-2f13-3a58e26560f5,Buttonwood Communications Group,0.0,1.0,-1.0,1.0
44ef0948-585a-48ba-b26f-a5ee86e14257,Moelis,0.0,1.0,-1.0,1.0
21acbae0-6efd-0135-9bb6-0242ac11560d,Matific,0.0,5.0,-5.0,5.0
21c21420-8815-0136-7583-0242ac11670d,塔轮网络科技（杭州）有限公司,0.0,11.0,-11.0,11.0
321c4480-de40-0133-ecb6-06d2468b838f,Verge Scientific Communications,0.0,3.0,-3.0,3.0
e68617fd-231f-464b-9702-c5f35a309f53,Pagaya Investments US LLC,0.0,2.0,-2.0,2.0
b1a3b390-ffc8-0135-d25a-0242ac115106,"Letznav \ Excers, Inc.",0.0,2.0,-2.0,2.0
b1cdca25-206f-4f3b-8cdf-ae862c41e184,赵恺旻,0.0,2.0,-2.0,2.0
4ad9ab50-67b3-0134-52e2-528c00c58e2b,Buzzshift,0.0,19.0,-19.0,19.0
4413a1d0-d372-0135-c2f0-0242ac11150e,Nussli,0.0,5.0,-5.0,5.0
08a02ad0-6057-0134-8b05-5641735f714d,(주)집사람,0.0,1.0,-1.0,1.0
078fadf0-e47f-4316-83e0-fd2561b0178f,Digital Republic,0.0,3.0,-3.0,3.0
a04d4c42-b4a1-4aae-ab0c-09bfe9b64067,Airgas,0.0,1.0,-1.0,1.0
38d13330-47cc-0136-cd3f-0242ac111c08,Co-Impact,0.0,4.0,-4.0,4.0
0ee6459c-7828-43cd-9b04-949c31a33e1a,e27,0.0,1.0,-1.0,1.0
8d628540-3cad-0136-8098-0242ac116709,Trade Ledger,0.0,7.0,-7.0,7.0
69c99f50-7c4a-0136-eacd-0242ac112c0e,成都市国际时尚联合会,0.0,7.0,-7.0,7.0
1f482f66-6b41-4591-8788-6101c7842443,Rain City Promotions,0.0,2.0,-2.0,2.0
57989ef0-5c85-4cf8-81de-7a7efabf84d3,캑터스프라이빗에쿼티,0.0,1.0,-1.0,1.0
2d882074-1b81-4082-8ac0-fda0c6e38e04,Quake Capital Partners,0.0,1.0,-1.0,1.0
6ecde600-c884-0134-4fac-0242ac11350a,AdLibertas Inc.,0.0,2.0,-2.0,2.0
0b5bb737-4ee9-43ad-ab9b-04af798dd50f,Strongkeep,0.0,6.0,-6.0,6.0
f5b8228a-108d-45e3-801f-69820e34fcc8,Chrimata Group,0.0,1.0,-1.0,1.0
122b3c1d-6473-49dd-88e6-c3fa33c9c3f5,Lotus Digital,0.0,4.0,-4.0,4.0
dfdacd7c-bec0-4b8b-9c4a-f8db223bbaf5,Daymion Mardel Photography,0.0,1.0,-1.0,1.0
b5cf5e4b-7b4c-4c53-9c01-6f80d1a00372,Poder.io,0.0,1.0,-1.0,1.0
401b7560-8251-0130-f786-123138068411,View the Space Incorporated,0.0,3.0,-3.0,3.0
d0ce1d0f-cc43-440f-9101-810d2790858f,Janrain Ltd.,0.0,8.0,-8.0,8.0
72f30a02-bb74-491b-b1cf-e6b9a07d3d66,스펙트럼 파트너스,0.0,3.0,-3.0,3.0
fac00240-7d54-4e02-8d0d-17f67e0c3ec5,ExtensionEngine,0.0,1.0,-1.0,1.0
63d1d4d0-8c9d-0136-055b-0242ac115706,加布里埃尔（天津）国际贸易有限公司,0.0,7.0,-7.0,7.0
6d36da40-8cdc-0136-9a3f-0242ac11720c,成都麦吉互动科技有限公司,0.0,3.0,-3.0,3.0
0b2ba650-ba4e-4a79-b943-ab0f83c59711,LEDGER TECHNOLOGIES INC,0.0,5.0,-5.0,5.0
e92dcce8-5541-4cd3-a6a9-ed1e6e43cfa7,TriplePoint PR,0.0,1.0,-1.0,1.0
8566b50f-4a06-432e-8721-3276e56b044a,Chapter Place Associates,0.0,4.0,-4.0,4.0
f1aaceb8-54cc-4926-8220-5749ad578d74,www.robertcappuccio.com,0.0,1.0,-1.0,1.0
0d76f445-1f7a-4955-849e-f136698340bd,Open English,0.0,2.0,-2.0,2.0
339dd4c0-10ab-0135-fbcb-0242ac112c09,End Rape On Campus,0.0,3.0,-3.0,3.0
51fb00b7-612a-4bf6-ba59-3c898305201d,WE ARE MARKETING SL,0.0,2.0,-2.0,2.0
10d32a06-22e2-46e3-8c63-cbb082830951,PowerInbox,0.0,5.0,-5.0,5.0
97d98490-6b45-0136-aabc-0242ac111c0c,简阳市诚品快乐文化培训有限责任公司,0.0,9.0,-9.0,9.0
19f02d30-9b9e-0135-3a3d-0242ac116712,ZAK architecture,0.0,3.0,-3.0,3.0
4e42fcea-1305-4652-83d3-a1b3c4158d8c,AppsFlyer Ltd,0.0,1.0,-1.0,1.0
e9b1428e-3a8c-4cb9-a363-14400ff9a483,sierra tuition ltd,0.0,1.0,-1.0,1.0
256c5782-bd1f-4b5a-b46f-ab3bd71d4ebc,Bright Sites Consulting,0.0,2.0,-2.0,2.0
50964986-7652-4004-8372-c72911fb78e4,Inkhouse,0.0,9.0,-9.0,9.0
d26e5160-6f1a-0136-f9d8-0242ac111c10,Lancor Scientific,0.0,11.0,-11.0,11.0
076cd340-038b-0136-4e32-0242ac115709,Urgent Care for Kids,0.0,3.0,-3.0,3.0
60514225-e115-499b-9ba8-2e8666bd36db,The Hatch Agency,0.0,2.0,-2.0,2.0
531ad1b0-407f-0136-0135-0242ac114a06,株式会社ビットキー,0.0,28.0,-28.0,28.0
1962e5fe-5e04-46b2-b416-34268e6411ba,Capital On Tap (New Wave Capital Limited),0.0,218.0,-218.0,218.0
42a1c315-2f09-4454-be11-85ffd87f30c0,Snack Videos,0.0,1.0,-1.0,1.0
ebf3a661-8047-4ec0-8837-ef5ccd03ceb6,Mothership OU,0.0,1.0,-1.0,1.0
48022c00-e19f-0135-27ea-0242ac11210d,GEF Brasil,0.0,1.0,-1.0,1.0
e12babd3-3bf6-4d84-8d25-bec31f297ec5,Lendwise Ltd,0.0,1.0,-1.0,1.0
3df3ae52-1d0f-4c4f-ab74-f02a8a2bdb5f,Winwin,0.0,5.0,-5.0,5.0
6b7ea1dc-a6db-4ecb-8f8b-b8135fe80428,sierra tuition ltd,0.0,1.0,-1.0,1.0
82d07c10-41c8-0136-2278-0242ac11210c,Nomadics,0.0,2.0,-2.0,2.0
e70a2939-aafb-4e2e-a525-b467afc85b14,Moxion,0.0,3.0,-3.0,3.0
7d2e5dfe-5345-4ff9-ad1f-22eb30516301,Zalishnik,0.0,1.0,-1.0,1.0
b8bddd1c-93f9-4960-bac4-770f601ec7f7,City Rush Messengers,0.0,1.0,-1.0,1.0
fd183f20-745a-0134-5374-3e2a4e22819e,Crankfrog,0.0,2.0,-2.0,2.0
5e15c040-09df-0136-9214-0242ac114a0e,QnA Tech,0.0,1.0,-1.0,1.0
af219ad0-e437-0134-a0ce-0242ac112c0c,FareHarbor,0.0,7.0,-7.0,7.0
6ba56d17-22f1-4ddf-a463-ab7f776ba6be,Archetype,0.0,1.0,-1.0,1.0
d84158e0-2c72-0136-f7ea-0242ac115108,ShopOff,0.0,1.0,-1.0,1.0
7f86fa90-fa15-0135-528f-0242ac116709,Lorena Gómez,0.0,1.0,-1.0,1.0
88b290c6-9b62-47c6-801d-042e67fc59a4,BSM International Ltd,0.0,5.0,-5.0,5.0
48091cf0-e996-0135-cbbd-0242ac11150e,Chipper,0.0,2.0,-2.0,2.0
e131f833-9c91-4d44-aad7-6780c7604d3d,Propriety Marketing,0.0,1.0,-1.0,1.0
c275e47f-b69f-401f-b707-8b158a256460,Projectus Consulting,0.0,9.0,-9.0,9.0
f815b4c1-2e89-45d2-8213-cc44e757b2b5,Blockroad,0.0,1.0,-1.0,1.0
ed55af20-f0f4-0132-3544-5a949c283d2b,DreamItReel,0.0,1.0,-1.0,1.0
1a4468a4-6498-4fb5-8474-ce38cd8f5b59,MLab,0.0,5.0,-5.0,5.0
03ae3d5d-7cad-4039-bf28-b88cd0225f8b,Visa Worldwide Pte. Limited,0.0,47.0,-47.0,47.0
e7554fdf-4311-46a9-91a9-cb084d742cdc,Independent,0.0,1.0,-1.0,1.0
1515edc8-e680-40e9-bf8a-f7b6351e95ac,Latin link,0.0,1.0,-1.0,1.0
6014ad4c-5710-4351-972d-a02d4074b9d5,Linkfluence LTD,0.0,11.0,-11.0,11.0
c5e226ff-e488-4b2d-abb7-d85cc6a2b1de,应昊,0.0,1.0,-1.0,1.0
f311b660-6e65-0135-ff5a-0242ac116707,Intrinsic,0.0,2.0,-2.0,2.0
1ecaeee0-8b7d-0136-20d6-0242ac114a0f,株式会社IPP,0.0,1.0,-1.0,1.0
1afdadf6-cb0f-4bdf-94b4-1dcb371d61bb,Grin Creative Agency,0.0,1.0,-1.0,1.0
b72f0210-baf8-0134-9a3e-0242ac113508,Ansarada,0.0,4.0,-4.0,4.0
cc71cfa0-703e-0135-06a2-0242ac116707,JOBZOOM GmbH,0.0,2.0,-2.0,2.0
35a1a630-77e3-0136-07be-0242ac11720d,CMG,0.0,1.0,-1.0,1.0
c7418d7d-2b68-4203-b629-7cf19dbfcef0,Caution Your Blast,0.0,2.0,-2.0,2.0
5b682d40-88d6-0136-76e0-0242ac11670d,杭州秀森会英科技有限公司,0.0,1.0,-1.0,1.0
66727326-66b6-4b4a-9ea9-a86466ea79f2,Cover Genius / RentalCover.com / Rental Cover,0.0,1.0,-1.0,1.0
02064cea-8c51-445f-899f-5ff24e26d779,Philo Inc.,0.0,1.0,-1.0,1.0
b618f3b0-9184-0135-6248-0242ac115106,成都动客品牌管理有限公司,0.0,1.0,-1.0,1.0
8fbd82db-af45-4e79-bb62-25908c2733de,Talkpush,0.0,2.0,-2.0,2.0
8222be41-db84-4b6b-b8ce-e6104fc8c617,王磊,0.0,1.0,-1.0,1.0
4147db70-8251-0130-f786-123138068411,The Writer,0.0,4.0,-4.0,4.0
8e12ee30-8277-0136-6e72-0242ac117209,金献标,0.0,2.0,-2.0,2.0
116b1af0-8a96-0135-a210-0242ac112c0a,Citycom,0.0,1.0,-1.0,1.0
1b27da1b-775f-4f1e-bbb0-02fbb255d107,Roth,0.0,10.0,-10.0,10.0
962d811d-8b54-4e4f-ad5b-53932eda7172,Hari Prasad,0.0,2.0,-2.0,2.0
98c0685d-23e7-4d0b-8bf6-ad2b237e7373,Pragsis Bidoop,0.0,2.0,-2.0,2.0
ce88b8b0-41dc-0136-9cb7-0242ac114a0e,Cebra,0.0,12.0,-12.0,12.0
ec8b5e20-8f8c-0135-e9b4-0242ac116705,Quiubas,0.0,1.0,-1.0,1.0
65d03b56-8a58-43c3-bd68-26e45936345f,"Mondelez Global LLC, a Delaware corporation",0.0,9.0,-9.0,9.0
61f79c20-a4ee-0135-8df2-0242ac115613,ZINVO,0.0,4.0,-4.0,4.0
544aee86-23e6-48b9-be41-da8ecd006d18,Alejandro Mendez,0.0,1.0,-1.0,1.0
434d5100-05bf-0135-d928-0242ac110906,Praedicat,0.0,1.0,-1.0,1.0
498c3df0-60cd-0134-9aa0-76ce805917f5,Just Water,0.0,2.0,-2.0,2.0
d23f8990-5195-0136-fed9-0242ac116709,GBIC,0.0,3.0,-3.0,3.0
4d0ecc08-72f4-4ac6-b2f2-a17f68f48494,Icelandair,0.0,4.0,-4.0,4.0
0b850cfc-b9b3-4c40-91eb-0b217f240786,NPSG services,0.0,1.0,-1.0,1.0
809eeb72-1156-46a1-b01c-7fe6fceec715,"J Public Relations NYC, Inc.",0.0,2.0,-2.0,2.0
2f66cde0-db49-0134-4d3e-0242ac112c0b,Sustainable Development Technology Canada,0.0,1.0,-1.0,1.0
c65479f0-997b-0134-23d5-0e4d03ccc03b,DCMN Marketing Solutions Ltd.,0.0,6.0,-6.0,6.0
92b05c90-8d8d-0136-7e35-0242ac11670d,Veronym sp zoo,0.0,47.0,-47.0,47.0
ca8a8f27-c650-438e-bdde-fd2e3ffb60e4,Siimpl,0.0,3.0,-3.0,3.0
88b117e0-bf1d-0134-29d0-0242ac113509,"Valassis Sales & Marketing Services, Inc.",0.0,1.0,-1.0,1.0
e01c1f60-1f19-0136-a5ba-0242ac11210f,Strong Tower Renovations,0.0,4.0,-4.0,4.0
c6071d35-1dd4-4d41-9220-6655dab602cf,JN production,0.0,2.0,-2.0,2.0
2468fac1-1e57-478d-bed8-6326bed1b26c,Beatchain,0.0,8.0,-8.0,8.0
dd72c1b2-2dbd-47b7-8511-607557f248db,OpenTent LLC,0.0,2.0,-2.0,2.0
ddc49670-8766-0136-1afe-0242ac114a0f,Jakub Jelonek,0.0,1.0,-1.0,1.0
b397558e-662f-49a6-82fe-6670c17c1f76,"VideoAmp, Inc.",0.0,2.0,-2.0,2.0
cd41691c-932c-4235-82fb-3c8b8358fab8,Scott Brothers Global,0.0,3.0,-3.0,3.0
2eb8ae10-f8f8-452f-b120-cfef081bf1b4,Jason Gilbert Consulting,0.0,2.0,-2.0,2.0
fcfe024c-d11c-4d82-8476-b26371f3e1c5,GRI CLUB,0.0,3.0,-3.0,3.0
e8acd83e-f842-437c-949f-5b6a52d6befc,"Tell Friends, Inc.",0.0,3.0,-3.0,3.0
c3f3f1e6-50d4-441f-9689-911b2ef9343a,Samaha Holdings LLC,0.0,3.0,-3.0,3.0
4d712c44-bfcd-4271-ac79-477afc065b65,TIKD,0.0,6.0,-6.0,6.0
8b6e1254-4623-4004-b8d1-3edb627fd59c,Temenos Inc.,0.0,1.0,-1.0,1.0
d99114a0-e280-0135-5c94-0242ac111c09,Container Solutions,0.0,3.0,-3.0,3.0
ae17f5c0-b84b-478f-9206-304b5d7f03d2,Care+Wear,0.0,3.0,-3.0,3.0
6eddd340-ef63-0135-6466-0242ac115108,Vertigo Innovation,0.0,2.0,-2.0,2.0
7fbfa9f0-d19e-0134-9f6e-0242ac112c0a,PCCW OTT SINGAPORE PTE LTD,0.0,9.0,-9.0,9.0
1476f9f1-f440-41db-9d0f-7e0556ee7df0,William Morrison,0.0,1.0,-1.0,1.0
ec4dce13-dd8b-436b-9f0c-ee962f760281,Active-Solutions,0.0,6.0,-6.0,6.0
020bc4a0-80e4-0136-f178-0242ac112c0e,廖家俊,0.0,1.0,-1.0,1.0
1d4cc44d-de41-403d-b5cb-0c4177711824,Lifelabs,0.0,4.0,-4.0,4.0
9e140a0a-5c32-457f-a3ea-8bed35f4dd88,Druyff Creative Consulting,0.0,1.0,-1.0,1.0
37b91180-43e2-0135-09b5-0242ac112609,SpotX,0.0,6.0,-6.0,6.0
848dd9df-6f0a-416f-8a5c-d06265fb6d4d,Oliver.Agency,0.0,8.0,-8.0,8.0
8a1b4bc0-1895-0136-6a69-0242ac112c09,上海建盟文化传播有限公司,0.0,3.0,-3.0,3.0
e60e0851-5012-4f05-b114-c2ce10c5be74,MOK2,0.0,2.0,-2.0,2.0
de42ca40-f14e-0134-159f-0242ac115504,Success Credit,0.0,1.0,-1.0,1.0
61fa30fe-3c2c-483f-a0f4-2f3a0444b6f7,上海森豹信息咨询有限公司,0.0,1.0,-1.0,1.0
2fb16998-5a5f-4f8b-9754-527d48a600eb,BDG of Massachusetts,0.0,1.0,-1.0,1.0
4bbc37d1-fbf2-4bd9-abff-99762d1bcf0b,Abdel Reid,0.0,1.0,-1.0,1.0
830aaf40-3760-0135-639f-0242ac115b08,"Westfield, LLC",0.0,1.0,-1.0,1.0
275b637b-0c50-4643-86e2-085c1c295eb8,Self employed,0.0,1.0,-1.0,1.0
d2d07d19-e768-442e-bcd8-a75edf32337e,Forward Risk and Intelligence LLC,0.0,4.0,-4.0,4.0
e152d620-7117-4042-b8d2-6e94c18cb2c4,Current Water,0.0,2.0,-2.0,2.0
f68c13cb-8eb5-42ec-87d4-d2fdb41b6426,Luminary,0.0,1.0,-1.0,1.0
94ebb92b-1441-4850-816c-46c59bf62351,Nobox,0.0,3.0,-3.0,3.0
cb66d8bc-4d18-450d-b819-cd14e00df819,"ZAKA Group, LLC",0.0,1.0,-1.0,1.0
56b263f0-3f0b-0135-769e-0242ac113a11,Rx 'n Go,0.0,1.0,-1.0,1.0
fde5f100-1e27-0135-0c5c-0242ac115b0d,WhiteSource Software Inc,0.0,5.0,-5.0,5.0
cfe28bdc-4b84-42cc-a483-61ad888b6ded,CASOFIN,0.0,6.0,-6.0,6.0
4d53c1a0-7e77-0136-8306-0242ac116708,深圳微路演科技有限公司,0.0,2.0,-2.0,2.0
cdb1b7c0-7181-0136-1440-0242ac114a0c,SEPC Group,0.0,2.0,-2.0,2.0
50f72460-11c3-0135-4705-0242ac11350a,TillmanCarlson,0.0,3.0,-3.0,3.0
0fffdffb-fcd3-4f97-9682-4f604ce74950,iProov Limited,0.0,85.0,-85.0,85.0
984d3e31-c8ce-4e25-9e81-6530137a87cc,Xentum,0.0,1.0,-1.0,1.0
15946594-1213-4125-ab0d-6e776d58d55d,PAYKII,0.0,1.0,-1.0,1.0
2457aeb0-bc08-0134-194e-0242ac11350c,CloserStill Vet US LLC,0.0,2.0,-2.0,2.0
cc14d7e0-41c5-4435-a744-47e7624d5cc3,FTI Consulting - Ponce de Leon,0.0,4.0,-4.0,4.0
34c866f0-922a-4af1-ab91-07d46606ac15,Go Fluent,0.0,2.0,-2.0,2.0
917f2183-7ec5-4cd0-923b-59e881eb783f,Myself,0.0,1.0,-1.0,1.0
e3ae63d3-6b76-4b4b-91ab-7b14832f86c6,BY Capital Management GmbH,0.0,2.0,-2.0,2.0
d5c79753-bef1-4f86-9879-058a80d4a446,Complete Cloud Computing LTD,0.0,2.0,-2.0,2.0
208864c2-adb0-4b3d-a35f-99fdf07a8fa9,Nelson Advisory,0.0,1.0,-1.0,1.0
6969186e-1be1-4328-a630-8c31b3fff055,TVT,0.0,3.0,-3.0,3.0
17913a24-3fb8-49e3-b153-b63e5b82cfdb,101 Ways,0.0,1.0,-1.0,1.0
d69d9e79-1f48-49bb-84c8-6aa1eaa0c297,Ensuite Media,0.0,1.0,-1.0,1.0
c568f80f-8684-4625-ac36-0cbbdaa4e0e5,Homify,0.0,6.0,-6.0,6.0
81faa4a0-d5fb-0134-b682-0242ac11350b,Front Inc,0.0,8.0,-8.0,8.0
e7a042b0-aead-0134-f1e3-0242ac11350a,Brentwood Builders / WordShop Inc / 716 Management Inc / DBA Burbank Electrical,0.0,2.0,-2.0,2.0
8668a260-6d2a-0136-52c6-0242ac116709,Token News HK Ltd.,0.0,4.0,-4.0,4.0
8754fc12-0e86-4734-a7b0-66624130eac6,Gardilcic y Arquitectos Asociados Ltda,0.0,4.0,-4.0,4.0
b51cd10e-2f30-4412-9ee1-db7813471b8b,N3 Results SAS,0.0,116.0,-116.0,116.0
e69717b0-6a50-47a7-b2c2-a2a16e5dac74,Wyldwoman.com,0.0,1.0,-1.0,1.0
7053a420-1478-0136-d098-0242ac111506,Timberline Studio,0.0,2.0,-2.0,2.0
